,index,Unnamed: 0,company,description,label,name
425,198,198.0,96622,"Twitter serves the public conversation because conversation is a force for good in the world. The opportunity to help the world connect, debate, learn, and solve problems is what draws us to careers at Twitter, and it’s what keeps us here.   What we offer:   Small but mighty teams who serve the public conversation in ways people feel across the world, every day; a flat, non-hierarchical org structure; the freedom to design your own path; space to innovate and make big contributions to Twitter’s future; respect and support of your identity and background, whatever it is; actual work-life balance, including growing opportunities for remote work and flex schedules (depending on the role).   What we ask for:   Vision, creativity, flexibility, honesty, and enthusiasm.   Visit careers.twitter.com to see open roles and find out how you can #JoinTheFlock. Follow us at @TwitterCareers to learn more about growing your career at Twitter.   #LoveWhereYouWork, wherever you work. Twitter has offices in:   U.S.: Atlanta, Boston, Boulder, Chicago, Cincinnati, Detroit, Los Angeles, Miami, New York, San Francisco (Headquarters), Seattle, Sunnyvale, Washington. D.C.  International: Bangalore, Berlin, Bogota, Brussels, Cologne, Dubai, Dublin, Hamburg, Hong Kong, Jakarta, London, Madrid, Manchester, Manila, Melbourne, Mexico City, Milan, Mumbai, New Delhi, Osaka, Paris, Rio de Janeiro, São Paulo, Singapore, Sydney, Seoul, Tokyo, Toronto, Vancouver",No,Twitter
426,199,199.0,36931,"iPipeline is a leading provider of cloud-based software solutions for the life insurance and financial services industry. Through our SaaS solutions, we accelerate and simplify insurance sales, compliance, operations, and support. We provide process automation and seamless integration between every participant in the life insurance industry including carriers, agents (such as financial advisors and independent insurance agents), distributors (such as banks, broker-dealers, and general agencies) and consumers. Our innovative solutions enable automated processing for pre-sales, point-of-sale execution of applications, post-sale support, reporting, consumer delivery and agency management.  iPipeline makes it easier for people to purchase investment and insurance products that secure their financial future. With headquarters in Exton, Pennsylvania, iPipeline has locations in Cheltenham (UK), Fort Lauderdale, Burlington (Canada), Ontario (CA), Philadelphia, and Salt Lake City. Visit www.ipipeline.com/careers to learn more about us.",No,iPipeline
427,200,200.0,17923541,"Fantag is a pioneer in mobile video based in Silicon Valley and Sacramento.  The Fantag platform enables producers and spectators at live events to capture, relive, and share their favorite moments with the simple touch of the screen. We're hiring: visit us at Fantag.live",No,Fantag
428,201,201.0,19004526,"We are a Cross Border Advisory firm which helps US technology companies Understand, Land and Expand in Asia - with a focus on China and Japan",No,GeoFusion LLC
429,202,202.0,1132117,"We're a passionate team dedicated to health and fitness who are building products that help transform people's lives. While health can be serious business, we feel it doesn't have to be. We believe you're more likely to reach your goals if you're encouraged to have fun, smile, and feel empowered along the way.",No,Fitbit
430,203,203.0,18748470,"Hyperproof is the first-ever continuous compliance SaaS designed to give compliance professionals the ability to easily collect evidence (to verify the efficacy of internal controls) and collaborate with stakeholders to keep compliance controls up-to-date 365 days a year. Hyperproof not only reduces administrative work from compliance processes, it also helps organizations mitigate their risks on an ongoing basis -- which is especially important in a time when the regulatory and economic environments are uncertain and cybersecurity risk is on the rise.  Hyperproof is used by organizations large and small, including DigiCert, ATS Technology, Prime 8, Qorus and more. To learn more about Hyperproof, visit https://hyperproof.io ",No,Hyperproof
431,204,204.0,6421859,"Millions of people dream of going independent. They dream of building something they can be proud of, setting their own course and making more money.  But starting a business is tough. It can seem risky. And lonely. Maybe you have a great business idea, but aren’t sure where to start. Or maybe you’re already up and running but want to work smarter.  We want to help more people successfully realize independence. We’ll do it by providing clear information and simple, powerful tools. Because being independent shouldn’t mean being alone.",No,indie.biz
432,205,205.0,18211073,"Ambina Partners is an active investor that provides strategic and operational support to management teams and entrepreneurs. In many situations, Ambina Partners is the first institutional investor and assists in transitioning to a more corporate structure while maintaining the company's culture that has made it a success. Ambina's mission is to deliver impressive long run returns and downside protection to our investors, working with extraordinary partners to provide flexible financing arrangements. Our target industries include financial services and insurance as well as enterprise software.",No,Ambina Partners
433,206,206.0,2433845,"Akumina is the employee experience platform founded on a simple yet powerful belief that empowering employees through technology to work smarter, not harder will make them more engaged and more effective at building your business. Akumina makes building and deploying customizable, branded workplace experiences quick and easy. Akumina's customers include Whole Foods Market, GlaxoSmithKline, Vodafone, iRobot, The World Trade Center and the United States Department of Defense, just to name a few. ",No,Akumina
434,207,207.0,2988,"At VMware, we believe that software has the power to unlock new opportunities for people and our planet. We look beyond the barriers of compromise to engineer new ways to make technologies work together seamlessly. Our compute, cloud, mobility, networking and security offerings form a digital foundation that powers the apps, services and experiences that are transforming the world.  Since our founding over two decades ago, our 24,000+ employee community and ecosystem of 75,000 partners have been behind the technology innovations transforming entire industries – from banking, healthcare, and government to retail, telecommunications, manufacturing, and transportation.   Every day, we work to solve our customers’ toughest challenges through disruptive technologies like edge computing, artificial intelligence, blockchain, machine learning, Kubernetes and more – to define the digital foundation that will accelerate the next wave of innovation. ",No,VMware
435,208,208.0,1063,"Cisco (NASDAQ: CSCO) enables people to make powerful connections--whether in business, education, philanthropy, or creativity. Cisco hardware, software, and service offerings are used to create the Internet solutions that make networks possible--providing easy access to information anywhere, at any time.   Cisco was founded in 1984 by a small group of computer scientists from Stanford University. Since the company's inception, Cisco engineers have been leaders in the development of Internet Protocol (IP)-based networking technologies. Today, with more than 71,000 employees worldwide, this tradition of innovation continues with industry-leading products and solutions in the company's core development areas of routing and switching, as well as in advanced technologies such as home networking, IP telephony, optical networking, security, storage area networking, and wireless technology. In addition to its products, Cisco provides a broad range of service offerings, including technical support and advanced services.   Cisco sells its products and services, both directly through its own sales force as well as through its channel partners, to large enterprises, commercial businesses, service providers, and consumers.",No,Cisco
436,209,209.0,9707,"Endava is a public technology company, with over 20 years of experience of working with some of the world’s leading Finance, Insurance, Telecommunications, Media, Technology, and Retail companies. Through the Digital Evolution, Agile Transformation and Automation solutions, Endava helps its clients be more engaging, responsive, and efficient by supporting them from ideation to production.  Endava has 6,267 employees located in close to client locations in Denmark, Germany, Netherland, United Kingdom, United States, and nearshore delivery centres in the European Union: Romania, Bulgaria; Central European Countries: North Macedonia, Moldova, and Serbia; Latin America: Argentina, Colombia, Uruguay, and Venezuela.  Along with investing in long-term customer relationships, Endava recognised the importance of providing rewarding and challenging careers for people and, by doing so, has established itself as the employer of choice in certain regions.",No,Endava
437,210,210.0,3023704,"Driven by work that matters, we help our clients navigate the complex worlds of marketing, advocacy, and technology. We operate in the arenas of social good and purpose-driven brands, working to design and launch campaigns, programs and platforms that maximize impact.",No,Formative
438,211,211.0,6439916,"CaliberMind is leading B2B Customer Data Platform for Revenue Marketers, bringing together data analytics, attribution, and smart workflow automation. CaliberMind empowers marketing and sales teams to grow revenue faster, together. FREE to try, easy to buy and use, and 100% #UnMarTech.",No,CaliberMind
439,212,212.0,7689,"Zones, LLC, is a $2 billion global IT solutions provider committed to helping businesses complete their digital transformation. We do this by partnering with leading technology brands and focusing on four key Solution Environments: Workplace Modernization, Network Optimization, Data Center Transformation, and Security Fortification. As a certified Minority Business Enterprise based in Auburn, WA, with operations in more than 80 countries around the world, we’ve helped companies of all shapes and sizes successfully transition into the digital age. Visit www.zones.com or call (800) 408-9663 to learn more.",No,"Zones, LLC"
440,213,213.0,6456383,Leading on-demand audio innovator. Headquartered in New York with offices in Los Angeles and San Francisco.,No,Cadence13
441,214,214.0,2347898,"ExecTap is a specialized executive search firm focused solely on the High-Tech market. We offer a hands on solution so you can spend your time on your business. We come out of the technology sector and thus understand these key roles and in turn fill them vs. others doing ""key word search"".  Contact us for further information & discuss your specific needs. info@exectap.com",No,"ExecTap, Inc."
442,215,215.0,2430668,"XPO provides pivotal supply chain solutions to the most successful companies in the world. We’re constantly looking for talented individuals at all levels to join our 100,000-strong workforce and deliver the caliber of service our customers require. If you’re ready to move the world forward, we’d like to invest in you. (NYSE: XPO)",No,"XPO Logistics, Inc."
443,216,216.0,10504684,"Crowd Cow is a mission-driven startup founded in 2015 with the idea that the most important of food purchases – beef and other proteins – deserves to be associated with high-quality practices, total transparency, and close connection to the independent family farms producing the food. The Crowd Cow model isn’t the norm: In this country, 84% of beef comes from industrialized and factory processes that don’t benefit consumers, small-scale farmers or animals.  Today, Crowd Cow offers the most convenient and direct way to purchase from independent and family-owned farms, giving American consumers access to a world of craft beef more diverse and flavorful than most people realize. We’re also creating opportunities for the very best independent producers to reach more customers and to showcase their unique traditions in ways never possible via the internet. Crowd Cow has raised significant investment and has been featured in leading publications including the New York Times, the TODAY Show, Food & Wine, Forbes, the Guardian and more. Crowd Cow allows people to discover and access the highest quality craft beef and meats from small, independent farms with an emphasis on unique flavors and high ethical standards.  We are committed to discovering delicious meats and promoting the people who dedicate their lives to producing healthy, premium meat you can trust. Through Crowd Cow, you have a direct connection with the producer and a greater understanding of where your food comes from.  At Crowd Cow, we believe craft meat should be enjoyed like wine, with an appreciation for the varieties and a deeper knowledge of the source of the food you consume. Following in the footsteps of other craft food movements, craft meats are full of different stories, flavors, and origins.  Join the craft beef movement and learn more at crowdcow.com. We are now offering pasture-raised chicken, heritage pork, and Japanese Wagyu.",No,Crowd Cow
444,217,217.0,2963249,"At Affirm, we’re using today’s technology to bring significant disruptive innovation to the financial industry. We focus on improving the lives of consumers by delivering simple, honest and transparent financial products.   Visit https://www.affirm.com for more information. ",No,"Affirm, Inc."
445,218,218.0,16774,"LTCG is a leading provider of business process outsourcing for the insurance industry. The nation's largest insurers rely on our unparalleled expertise to help manage their complex long-term care portfolios and maximize financial performance. We also provide clients with advanced risk management insight built upon our unique and proprietary long-term care underwriting and claims databases.  LTCG has more than 1.4 million long-term care policies currently under its management, representing nearly 20% of all active policies. We serve over 50 national carriers, including every one of the top 10 insurers in the long-term care market.  Our experienced management team, which has worked together for years, includes some of the most recognized and respected leaders in the long-term care industry. And our information systems have been developed specifically to support the intricacies of this unique market. To learn more, visit www.ltcg.com",No,LTCG
446,219,219.0,59730,"Interactions provides Intelligent Virtual Assistants that seamlessly combine artificial intelligence and human understanding to enable businesses and consumers to engage in productive conversations. With flexible products and solutions designed to meet the growing demand for unified, multichannel customer care, Interactions is delivering significant cost savings and unprecedented customer experience for some of the largest brands in the world.   Founded in 2004, Interactions is headquartered in Franklin, Massachusetts with additional offices in Indiana, New Jersey and New York. For more information, visit  www.interactions.com. ",No,Interactions LLC
447,220,220.0,18491504,"Is your IT organization designing, developing and delivering under budget & ahead of schedule?  Is releasing software getting faster, cheaper and easier?  Are your customers delighted?  sirrus7 combines experience, expertise and mentorship into proven solutions that drive a powerful shift in our customers' cost to value equations.",Yes,sirrus7
448,221,221.0,11077,"8x8, Inc. (NYSE: EGHT) is transforming the future of business communications as a leading Software-as-a-Service provider of voice, video, chat, contact center and enterprise-class API solutions powered by one global cloud communications platform. 8x8 empowers workforces worldwide to connect individuals and teams so they can collaborate faster and work smarter. Real-time business analytics and intelligence provide businesses unique insights across all interactions and channels so they can delight end-customers and accelerate their business.",No,8x8
449,222,222.0,4764,"BlackRock is a global asset manager. We help investors build better financial futures. As a fiduciary to investors and a leading provider of financial technology, our clients turn to us for the solutions they need when planning for their most important goals. Our founding mission was to establish a firm that thinks differently about managing investment risks to best serve our clients, and this is still at our core today.  We challenge businesses to reach higher standards. We use technology to think beyond what’s possible. We provide investment solutions for every need. We aim to simplify a complex world. We help chart paths towards financial health. We are BlackRock, and we are invested in your financial well-being.  Follow us for global insights shaping the economy, thought leadership, and more information on culture and careers at BlackRock.  https://www.blackrock.com/corporate/compliance/social-media-guidelines",No,BlackRock
450,223,223.0,163252,"Leading entertainment and sports agency Creative Artists Agency (CAA) represents many of the most successful and innovative professionals working in film, television, music, video games, theatre, and digital content, and provides a range of strategic marketing and consulting services to corporate clients.  CAA is also a leader in sports, representing more than 1,000 of the world’s top athletes in football, baseball, basketball, hockey, soccer, tennis, and golf, and works in the areas of broadcast rights, corporate marketing initiatives, licensing, and sports properties for sales and sponsorship opportunities.",No,Creative Artists Agency
451,224,224.0,2173275,"Located in Kirkland, Washington, Dev9 is an industry-recognized software development consultancy specialized in cloud modernization for enterprise and mid-market companies. We build software with continuous integration and delivery, ensuring scalability and elasticity for changing and growing businesses. With a proven delivery model extending across North America, Dev9 offers specialized services for software development, platform modernization and cloud transformation to global brands and industry innovators across sectors including media and entertainment, retail, travel and hospitality, health care and telecommunications.    ",Yes,Dev9
452,225,225.0,3076,"We Love What We Do. We Love Who We Serve.®   Whether you are seeking your next job opportunity, or you are searching for talented people to join your organization, Kforce is here for you! Our vision is to have a meaningful impact on all the lives we serve.  Kforce provides great results through strategic partnership and knowledge sharing. As a leading and award-winning professional staffing services and solutions firm specializing in Technology and Finance & Accounting, we engage our network of professionals to fulfill contract jobs and direct hire needs of more than 4,000 employers, including 70 percent of the Fortune 100.  As a 2016, 2017, 2018 and 2019 Best of Staffing® Award winner, our great people take pride in uniting professionals to achieve success through lasting personal relationships.  Our recruiters enjoy making a positive impact in the lives of the people we place into careers, including permanent, temp to perm and temporary positions. We strive to make the right career match for over 30,000 people annually.   As your staffing and solutions partner, our network of 2,000 experts across the United States are skilled at acquiring the right talent more efficiently and completing initiatives successfully. Our access to strategic and consultative guidance ensures internal and external compliance.",No,Kforce Inc
453,226,226.0,162909,"CAST is the market leader in the emerging field of software intelligence. Its unique technology thoroughly examines the structure of complex software systems, with MRI-like precision, to deliver accurate, actionable, and automated views of software architecture, critical flaws, quality grades, sizing metrics, open source usage, and cloud readiness levels.  CIOs and business leaders rely on CAST for greater objectivity in critical decisions. Cloud leaders and architects apply CAST intelligence for faster application modernization. Product Executives, QA VPs and Development leads continually raise the quality, security, and resiliency of their software applications, using CAST.  With recent injection of capital, hundreds of enterprise clients, strong partnerships with top advisories, global SIs, and Cloud vendors, the company is ready to expand. CAST operates globally with offices in North America, Europe, India, China.",No,CAST
454,227,227.0,15191764,"Snap Inc. is a camera company.   At Snap, we believe that reinventing the camera represents our greatest opportunity to improve the way people live and communicate. We contribute to human progress by empowering people to express themselves, live in the moment, learn about the world, and have fun together.  Learn more about our open opportunities and get a glimpse of life at Snap at careers.snap.com!",No,Snap Inc.
455,228,228.0,4975676,"Dore Partnership is a global specialist executive search firm whose purpose is to help boards and corporate leaders build great companies by delivering exceptional talent and advice.  Founded in 1997, with a team of 30 professionals and offices in New York, London, and Hong Kong, the company serves clients across the financial services, technology, and data industries, worldwide.   We are proud to work with clients across related industries including asset & wealth managers, lending & specialty finance, banking, hedge funds, private equity firms, real estate investment companies, sovereign wealth funds, public pension plans, family offices, endowments & foundations, seed & venture capital providers, specialist systematic trading firms, financial technology and data companies.  New York | London | Hong Kong  Please contact us on :   New York: +1 212 481 8000 London: +44 20 7074 2400 Hong Kong: +852 3757 6400  www.dorepartnership.com",No,Dore Partnership
456,229,229.0,3729976,"At Pro.com, we've made it our mission be to the most convenient and reliable home improvement service.  Home improvement is past due for an overhaul and we are leading the way forward.  We've built the end-to-end software to ensure every home improvement project goes smoothly. We are obsessed with delighting our customers and we are building a team of exceptional  professionals who are experts in their trade, craft and profession.  Our corporate headquarters are in Seattle, Washington, but we are rapidly expanding our services into new cities across the U.S.  Interested in an opportunity to join us in our mission?  Do you have grit and determination?  Are you tenacious?  Check them out at https://jobs.pro.com/.",No,Pro.com
457,230,230.0,2402784,"Colorado Careers puts your career - and your life on track with a career in the Colorado Front Range. We have the unparalleled ability, experience and the market knowledge to accelerate professional and executive job searches and pinpoint the best career fit for you. Our career transition services are tailored to match the needs of executives, professionals, and your company's departing employees.  Colorado Executive Careers If you are planning an executive or ""C-level"" career transition in Colorado, Colorado Careers is the right choice. Our executive strategies are individually designed to achieve your goals and objectives. Our knowledge of the Colorado market and unrivaled business connections give you the competitive advantage that sets you above the 'resume noise'. Click here to learn more...   Professional Colorado Jobs CC specializes in helping you find the career or business opportunity that is right for you. There are a variety of program options designed to meet varying needs and budgets. We are particularly well-qualified to assist with career changes where resumes can be a hindrance more than help. Unlike recruiters or employment agencies, we represent your interests - not the employer's. Click here to learn more...   Company Services CC is a leading provider of Outplacement services for all your organizational levels, including executives. Our Colorado focus uniquely enables us to provide services that will exceed both your expectations and those of your employees.   Organizational Development services include team building, Leadership Development and Executive Coaching and all contributing to improving employee engagement. Start now by requesting our complimentary Engagement Survey at www.ColoradoCareers.com/company-services",No,Colorado Careers
458,231,231.0,3843213,"SFOX is a cryptocurrency prime dealer that provides professional traders and institutional investors higher returns when trading large volumes, through smart routing and a global integrated order book.  Learn more at www.sfox.com.",No,SFOX
459,232,232.0,3610041,"Incorta is the only Unified Data Analytics Platform powered by Direct Data Mapping. Purpose-built to help companies stay ahead of the accelerating rate, volume, and complexity of modern enterprise data, the platform delivers unmatched speed and visibility. Incorta is built with open standards and integrates with cloud-friendly tools and platforms, making it easy to consolidate data in the cloud and extract meaningful insights. By making any data source continuously available for analytics, the platform helps data engineers, data scientists, business analysts, and machine learning algorithms make more accurate, timely, and transparent decisions with faster access to richer data sets. Backed by GV (formerly Google Ventures), Kleiner Perkins, M12 (formerly Microsoft Ventures), Telstra Ventures, and Sorenson Capital, Incorta powers analytics for some of the most valuable brands in the world. ",No,Incorta
460,233,233.0,324781,"Kony helps organizations of all sizes achieve digital success. Kony is the fastest growing, cloud-based digital application solutions company, and a recognized industry leader among low code, digital, and mobile application development platform providers, and is an emerging leader in the digital banking market.   Kony provides the most innovative and secure omni-channel applications, with exceptional user experience and design, empowering organizations to excel at digital. From delighting consumers and partners to supporting employees, Kony Apps and the Kony AppPlatform give enterprises the efficiency and agility to get ahead and stay ahead, resulting in transformational outcomes.   Kony was named the first place winner in CTIA’s MobITs Awards in the Mobile Applications, Development & Platforms category and included on the Inc. 500|5000 list of fastest growing private companies in America.",No,"Kony, Inc."
461,234,234.0,208137,"Amazon Lab126 is an inventive San Francisco Bay Area research and development team that designs and engineers high-profile consumer electronic devices. We engineer devices like Fire tablets, Kindle e-readers, Amazon Fire TV, and Amazon Echo.  As the Amazon devices team, we deliver instant access to everything—digital or physical—from anywhere, via delightfully unique Amazon experiences that make life easier and more fun.",No,Amazon Lab126
462,235,235.0,155936,"Thycotic prevents cyber attacks by securing passwords, protecting endpoints and controlling application access. Thycotic is one of the world’s fastest growing IT security companies because we provide customers with the freedom to choose cloud or on premise software solutions that are the easiest to implement and use in the industry. Thycotic has grown to serve more than 10,000 customers.",No,Thycotic
463,236,236.0,3237134,"HERE, a location data and technology platform, moves people, businesses and cities forward by harnessing the power of location. By leveraging our open platform, we empower our customers to achieve better outcomes - from helping a city manage its infrastructure or a business optimize its assets to guiding drivers to their destination safely. To learn more about HERE, please visit www.here.com and http://360.here.com.",No,HERE Technologies
464,237,237.0,18009187,"KonnectONE, maker of Moxee Signal, creates innovative and reliable connected products for mobile operators, enterprise customers and consumers. Whether under the Moxee brand or privately-labeled, products include smartphones in all price ranges, as well as Internet of Things (IoT) devices for car, home, personal safety and enterprise. KonnectONE leverages 30+ years of technology sales experience and relationships working with OEMs, mobile operators, resellers, and channel partners to offer best-in-breed products. The Company is headquartered in Bellevue, Washington.",No,KonnectONE
465,238,238.0,145715,"Limeade is a software company that elevates the employee experience and helps build great places to work. Limeade ONE brings together employee well-being, engagement, inclusion and communications solutions in a mobile-first experience. Recognized for its own award-winning culture, Limeade helps every employee know their company cares. To learn more, visit www.limeade.com.  Want to join our team? Check out open positions at www.limeade.com/careers.",No,Limeade
466,239,239.0,3108978,"Skilljar is the leading customer training platform for companies to accelerate product adoption and increase customer retention.   Skilljar’s award-winning solution empowers companies to deliver beautiful customer training experiences backed by data. The product is more than just a learning management system (LMS) - it’s purpose-built for customer and partner enablement. Features include a best-in-class student experience, payments engine, social certifications, advanced analytics, and integrations with Salesforce and Marketo. Skilljar’s enterprise-grade platform provides all the essential tools for Customer Training and Enablement teams to successfully onboard, engage and retain customers.  Founded in 2013, Skilljar is based in Seattle, WA and backed by Mayfield, Shasta Ventures and Trilogy Equity Partners. To learn more about how Skilljar can help transform your customer enablement strategy, visit www.skilljar.com.",No,Skilljar
467,240,240.0,3777178,"Syntonic (ASX: SYT) unlocks the value of mobile data. Carriers, app developers and content providers worldwide use Syntonic’s easy-to-deploy Revenue Generation Platform to generate new income streams from mobile data and the app economy.   Syntonic’s award-winning software, services, and support span mobile advertising, content monetization, online commerce, and expensive management for enterprises.  Our carrier-grade platform - designed for high availability, security, scalability and 100% revenue assurance - has been deployed and validated on some of the world's largest mobile networks.   Unlike other technology solutions, Syntonic supports hundreds of flexible use cases without any changes to apps, browsers, or the network. Integrated and OTT solutions.",No,Syntonic Inc.
468,241,241.0,6304,"Wieden+Kennedy is an independently owned advertising agency headquartered in Portland, Oregon.  W+K was founded in 1982 and currently has 1500 employees working in Portland, New York, Amsterdam, Tokyo, London, Delhi, Shanghai & São Paulo.   Our client list includes some of the most recognized and well-respected brands in the world.",No,Wieden + Kennedy
469,242,242.0,4454696,For more information on Pugh Capital please visit our website.,No,"Pugh Capital Management, Inc."
470,243,243.0,19010577,"Forte is building a transformative blockchain platform for games that unlocks breakthrough community economics, creating new economic and creative opportunities for billions of players around the world. The team consists of veterans from across the games industry (GarageGames, Unity, Kabam, ngmoco, Riot Games, Electronic Arts, Sony, and Rockstar Games, among others), and is currently working with a group of world-class game studios to accelerate the adoption of blockchain technology, and more quickly bring its benefits to the masses. Visit www.forte.io for more information.",No,Forte
471,244,244.0,8539,"The first major new studio in decades, Lionsgate (NYSE: LGF.A, LGF.B) is a global content leader whose films, television series, digital products and linear and over-the-top platforms reach next generation audiences around the world.  The Company’s content initiatives are backed by a nearly 17,000-title film and television library and delivered through a global sales and distribution infrastructure.  The Lionsgate brand is synonymous with original, daring and ground-breaking content created with special emphasis on the evolving patterns and diverse composition of the Company’s worldwide consumer base. ",No,Lionsgate
472,245,245.0,2085745,"IWP Wealth provides family office and investment advisory services to affluent individuals and families.  Our Family Office Group focuses on clients with assets of $10 million or more while our Private Client Advisory business works with clients that have assets between $1 and $10 million.  Our flat fee model is critical to eliminating many of the conflicts of interest that exist in our broader industry.  Our goal is to be the one place that a client calls with any financial issue - coordinating tax, legal, estate, investments, and cash flows to ensure that the overall plan is synchronized.  IWP Wealth is headquartered in Denver, Colorado.",No,IWP Wealth
473,246,246.0,3608,"NVIDIA’s invention of the GPU in 1999 sparked the growth of the PC gaming market, redefined modern computer graphics, and revolutionized parallel computing. More recently, GPU deep learning ignited modern AI — the next era of computing — with the GPU acting as the brain of computers, robots, and self-driving cars that can perceive and understand the world. Today, NVIDIA is increasingly known as “the AI computing company.”",No,NVIDIA
474,247,247.0,13988062,"Beep delivers the next generation of services for passenger mobility to fleet operators in planned communities and low speed environments across the public and private sector, including transportation hubs, medical and university campuses, town centers and more. From route planning to on-board interactive services, our offerings are designed to drive differentiation and innovation, and delight the passengers of our customers.",No,"Beep, Inc."
475,248,248.0,18810653,"Founded in 2016, ConnectedTravel® has developed a comprehensive cloud-based platform services that utilize Artificial Intelligence (AI) and Machine Learning (ML), data fusion, behavior science and gamification technology to capture, understand, and drive consumers day-to-day mobile activities. ConnectedTravel® has developed, owns and operates a driver and passenger location-based application services platform and business that serves the automotive ecosystem on a SaaS basis. The platform provides data driven infotainment applications and APIs, realtime behavioral management and analytics tools, as well as geo-targeted advertising and attribution services. ",No,"Connected Travel, LLC"
476,249,249.0,6588485,"Guild is at the forefront of the Future of Work, partnering with Fortune 1000 companies and non-profit universities to offer education benefits to their employees, with a focus on frontline workers. We partner with America’s largest companies including Walmart, Disney, Discover, Taco Bell and Chipotle.",No,Guild Education
477,250,250.0,2360297,"Matillion is data transformation for cloud data warehouses. Only Matillion is purpose-built for Amazon Redshift, Snowflake, and Google BigQuery enabling businesses to achieve new levels of simplicity, speed, scale, and savings.   Trusted by companies of all sizes to meet their data integration and transformation needs, Matillion products are highly rated across the AWS, GCP and Azure Marketplaces. Matillion is dual-headquartered in Manchester, UK and Denver, Colorado.    Learn more about how you can unlock the potential of your data with Matillion’s cloud-based approach to data transformation. Visit us at www.matillion.com.",No,Matillion
478,251,251.0,729780,"TechAhead is a global leader in Mobile App Development and trusted by Fortune 500 companies to Startups.   From discovery to the deployment of your new app development project or maintenance support to upgrade or modernization of your existing apps, we can be your one-stop partner. Whether you're looking to develop a native or a cross-platform app or need a partner in solving your challenge around IoT and Cloud, you are covered. We are flexible in working on a project basis, or you can hire a dedicated development team. With our physical presence in the United States and India, we provide you unique onshore and offshore value propositions with highest integrity and transparency.",Yes,TechAhead
479,252,252.0,16177047,"FlashParking is the total simple approach to parking with our integrated suite of hardware and subscription solutions for parking operators and asset owners to manage their gated, parking lot, and valet operations. With our award-winning parking solutions, FlashParking's customers can take control of their revenue.",No,FlashParking
480,253,253.0,164748,"LivePerson makes life easier by transforming how people communicate with brands. Our 18,000 customers, including leading brands like HSBC, Orange, and The Home Depot, use our conversational commerce solutions to orchestrate humans and AI, at scale, and create a convenient, deeply personal relationship — a conversational relationship — with their millions of consumers.   For more information about LivePerson (NASDAQ: LPSN), please visit www.liveperson.com.",No,LivePerson
481,254,254.0,1429058,"Rivoir & Associates is a retained executive search firm. We work directly with corporate clients, as well as through venture capital and private equity investors in their portfolio companies, recruiting senior management through CEO and board levels for companies nationwide. We also provide search support services to other retained executive search firms on a contract basis.  Rivoir & Associates has also leveraged our search relationships to source CEO's and operating executives seeking to deploy a growth through acquisition or a “buy and build” strategy in partnership with private equity.",No,Rivoir & Associates
482,255,255.0,1089952,"JeffreyM Consulting is a proven leader in providing consulting, staffing, and outsourcing expertise for companies of all shapes and sizes. We employ our expertise across digital, marketing, channel, and business operations; this integrated approach enables us to deliver tailored solutions for our clients. We are experts in our field, and share our passion through the impact we make both through our work and within our communities.",No,JeffreyM Consulting
483,256,256.0,1871572,"Vandaele Capital FUND II is a private investment partnership who provides seed and growth stage funding to technology companies. The fund seeks to invest in startup companies in a variety of fields ranging from software and mobile technology to encryption, intelligence and security products and services.",No,Vandaele Capital
484,257,257.0,1233387,"Denver Children's Advocacy Center (DCAC) serves children who have been sexually abused, neglected, or traumatized by witnessing violence. DCAC provides friendly, family-supportive services in one central location or close by.  Our mission is to: prevent abuse. strengthen families. restore childhood.    Our goal is to ensure that every child in Denver and neighboring counties who has been traumatized by sexual abuse, or by witnessing homicide or domestic violence receives immediate, compassionate and effective investigation, assessment and, if needed, mental health treatment. DCAC never charges for its services and we never place time limits on healing.",No,Denver Children's Advocacy Center
485,258,258.0,167750,"Techstars is the worldwide network that helps entrepreneurs succeed. Techstars founders and their teams connect with other entrepreneurs, experts, mentors, alumni, investors, community leaders, and corporate partners who will help their companies grow. Techstars operates three divisions: Techstars Startup Programs, Techstars Mentorship-Driven Accelerator Programs and Techstars Corporate Innovation Partnerships. Techstars Mentorship-Driven Accelerator Programs help founders do more faster and Techstars Startup Programs inspire, educate and connect entrepreneurs. Techstars Corporate Innovation Partnerships helps brands supercharge growth by accelerating innovation and cultural transformation. Techstars accelerator portfolio includes more than 1,500 companies with a market cap of $13.9 Billion. www.techstars.com",No,Techstars
486,259,259.0,217061,"Polar powers the Trusted Web.   Publishers like NBC, USA TODAY NETWORK, News Corp, Conde Nast, The Telegraph and over 120 more in 20+ markets use our Format Management Platform to create, execute and optimize a variety of digital advertising products across their owned & operated channels.   These include native, social, video and display formats. In the past year, 42 billion ads were served for 15,000 campaigns on 2,000 trusted publisher websites using our Format Management Platform.   To learn more, visit www.polar.me. ",No,Polar Inc.
487,260,260.0,18076246,"Cheetah Digital is a cross-channel customer engagement solution provider for the modern marketer. The Cheetah Digital Customer Engagement Suite enables marketers to create personalized experiences, cross-channel messaging, and loyalty strategies, underpinned by an engagement data platform that can scale to meet the changing demands of today's consumer. Many of the world’s best brands, including Neiman Marcus, Hilton, Walgreens, and Williams-Sonoma trust Cheetah Digital to help them drive revenue, build lasting customer relationships, and deliver a unique value exchange throughout the entire customer lifecycle.",No,Cheetah Digital
